JJ Roy	AD Hales	JWA Taylor	EJG Morgan (c)	BA Stokes	JM Bairstow †	MM Ali	LE Plunkett	CR Woakes	AU Rashid	ST Finn
JA Burns	AJ Finch	SPD Smith (c)	GJ Bailey	GJ Maxwell	MR Marsh	MS Wade †	AC Agar	MA Starc	PJ Cummins	JL Pattinson	

MA Starc,	JL Pattinson,	AC Agar,	PJ Cummins,	GJ Maxwell,	MR Marsh,	
ST Finn,	CR Woakes,	LE Plunkett,	AU Rashid,	MM Ali,	BA Stokes,	
