G Kirsten	HH Gibbs	JH Kallis	WJ Cronje (c)	N Boje	DM Benkenstein	L Klusener	MV Boucher †, PC Strydom, SM Pollock, S Elworthy
SC Ganguly (c)	SR Tendulkar	R Dravid	M Azharuddin	A Jadeja	RR Singh	SB Joshi	SS Karim †	J Srinath, A Kumble, AB Agarkar
J Srinath,	AB Agarkar,	A Kumble,	SB Joshi,	RR Singh,	SR Tendulkar,	
SM Pollock,	S Elworthy,	JH Kallis,	WJ Cronje,	N Boje,	PC Strydom,	
