H Masakadza	Sikandar Raza	V Sibanda	BRM Taylor †	SF Mire	T Maruma	E Chigumbura (c)	T Panyangara	J Nyumbu	TL Chatara	TP Kamungozi	
Tamim Iqbal	Anamul Haque	Soumya Sarkar	Mahmudullah	Shakib Al Hasan	Mushfiqur Rahim †	Sabbir Rahman	Abul Hasan, Mashrafe Mortaza (c), Taijul Islam, Jubair Hossain

Mashrafe Mortaza,	Abul Hasan,	Shakib Al Hasan,	Taijul Islam,	Jubair Hossain,	
T Panyangara,	TL Chatara,	TP Kamungozi,	SF Mire,	
