Saeed Anwar	Shahid Afridi	Ijaz Ahmed	Inzamam-ul-Haq	Mohammad Yousuf	Abdul Razzaq	Azhar Mahmood	Moin Khan †	Wasim Akram (c)	Saqlain Mushtaq	Shoaib Akhtar	
AC Gilchrist †	ME Waugh	RT Ponting	MG Bevan	SR Waugh (c)	DR Martyn	S Lee, SK Warne, B Lee, A Symonds, GD McGrath
GD McGrath,	B Lee,	SK Warne,	S Lee,	A Symonds,	MG Bevan,	ME Waugh,	
Wasim Akram,	Shoaib Akhtar,	Abdul Razzaq,	Azhar Mahmood,	Ijaz Ahmed,	Saqlain Mushtaq,	Shahid Afridi,	
