DR Smith	CH Gayle	MN Samuels	JL Carter	D Ramdin †	LMP Simmons	DJG Sammy	AD Russell	JO Holder (c)	JE Taylor	KAJ Roach	
RG Sharma	S Dhawan	V Kohli	AM Rahane	SK Raina	MS Dhoni (c) †	RA Jadeja	R Ashwin	MM Sharma, Mohammed Shami, UT Yadav

Mohammed Shami,	UT Yadav,	R Ashwin,	MM Sharma,	RA Jadeja,	
JE Taylor,	JO Holder,	KAJ Roach,	AD Russell,	DR Smith,	MN Samuels,	
