Mohammad Hafeez	Ahmed Shehzad	Younis Khan	Asad Shafiq	Haris Sohail	Misbah-ul-Haq (c)	Sarfraz Ahmed †	Shahid Afridi	Wahab Riaz	Sohail Tanvir	Mohammad Irfan	
DG Brownlie	AP Devcich	KS Williamson (c)	LRPL Taylor	TWM Latham	CJ Anderson	L Ronchi †	DL Vettori	AF Milne, MJ Henry, MJ McClenaghan

MJ Henry,	MJ McClenaghan,	AF Milne,	DL Vettori,	AP Devcich,	CJ Anderson,	
Sohail Tanvir,	Mohammad Irfan,	Wahab Riaz,	Shahid Afridi,	Haris Sohail,	Ahmed Shehzad,	Asad Shafiq,	
