AC Gilchrist †	ME Waugh	RT Ponting	MG Bevan	SR Waugh (c)	DR Martyn	A Symonds	S Lee	DW Fleming	SCG MacGill	GD McGrath	
Saeed Anwar	Ijaz Ahmed	Abdul Razzaq	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan †	Azhar Mahmood	Wasim Akram (c)	Saqlain Mushtaq	Waqar Younis	Shoaib Akhtar	
Wasim Akram,	Waqar Younis,	Abdul Razzaq,	Shoaib Akhtar,	Azhar Mahmood,	Saqlain Mushtaq,	
GD McGrath,	DW Fleming,	DR Martyn,	S Lee,	SCG MacGill,	ME Waugh,	MG Bevan,	A Symonds,	
