KJ Coetzer	CS MacLeod	HJW Gardiner	MW Machan	PL Mommsen (c)	RD Berrington	MH Cross †	JH Davey	RML Taylor	RM Haq	I Wardlaw	
MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †	DL Vettori	AF Milne	TG Southee, TA Boult

TG Southee,	TA Boult,	AF Milne,	DL Vettori,	GD Elliott,	CJ Anderson,	
I Wardlaw,	RML Taylor,	JH Davey,	RM Haq,	
