CM Spearman	NJ Astle	SP Fleming (c)	RG Twose	CZ Harris	CL Cairns	CD McMillan	AC Parore †	AJ Penn, SB Styris, DL Vettori
RD Jacobs †	S Chanderpaul	AFG Griffith	BC Lara (c)	JC Adams	SL Campbell	RL Powell	NO Perry	M Dillon	RD King	CA Walsh	
M Dillon,	CA Walsh,	NO Perry,	JC Adams,	RD King,	SL Campbell,	
CL Cairns,	AJ Penn,	SB Styris,	DL Vettori,	CZ Harris,	NJ Astle,	
