AN Cook (c)	IR Bell	BA Stokes	GS Ballance	EJG Morgan	RS Bopara	JC Buttler †	TT Bresnan	SCJ Broad	CJ Jordan	JC Tredwell
SE Marsh	AJ Finch	MS Wade †	GJ Bailey (c)	SPD Smith	GJ Maxwell	DT Christian	JP Faulkner	MG Johnson	NM Coulter-Nile	JL Pattinson	

MG Johnson,	JL Pattinson,	JP Faulkner,	NM Coulter-Nile,	GJ Maxwell,	DT Christian,	
CJ Jordan,	SCJ Broad,	TT Bresnan,	JC Tredwell,	RS Bopara,	BA Stokes,	
