MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	L Ronchi †	MJ Santner	TG Southee	BM Wheeler	MJ Henry, MJ McClenaghan
JJ Roy	AD Hales	JE Root	EJG Morgan (c)	BA Stokes	JC Buttler †, SW Billings, AU Rashid, DJ Willey, MA Wood, ST Finn

DJ Willey,	ST Finn,	MA Wood,	BA Stokes,	AU Rashid,	JE Root,	
BM Wheeler,	TG Southee,	MJ McClenaghan,	MJ Henry,	KS Williamson,	MJ Santner,	
