SC Ganguly (c)	SR Tendulkar	R Dravid	Yuvraj Singh	VG Kambli	RR Singh	AB Agarkar	V Dahiya †	A Kumble, Z Khan, BKV Prasad
CM Spearman	NJ Astle	SP Fleming (c)	RG Twose	CL Cairns	CD McMillan	CZ Harris	AC Parore †	SB Styris, SB O'Connor, GI Allott
GI Allott,	SB O'Connor,	CL Cairns,	SB Styris,	NJ Astle,	CZ Harris,	
Z Khan,	BKV Prasad,	AB Agarkar,	A Kumble,	SR Tendulkar,	Yuvraj Singh,	
