ADR Campbell	DA Marillier	SV Carlisle	A Flower †	GW Flower	GJ Whittall	HH Streak (c)	ML Nkala, PA Strang, TJ Friend, DP Viljoen
SP Fleming (c)	NJ Astle	CM Spearman	RG Twose	CD McMillan	AC Parore †	DJ Nash	SB Styris	GP Sulzberger	DR Tuffey	GI Allott	
GI Allott,	DR Tuffey,	SB Styris,	NJ Astle,	GP Sulzberger,	CD McMillan,	
HH Streak,	TJ Friend,	ML Nkala,	DP Viljoen,	PA Strang,	GW Flower,	
