HM Amla	RR Rossouw	F du Plessis	AB de Villiers (c) †	DA Miller	JP Duminy	F Behardien	VD Philander	DW Steyn	M Morkel	Imran Tahir
DR Smith	CH Gayle	LR Johnson	MN Samuels	D Ramdin †	JL Carter	DJG Sammy	AD Russell	JO Holder (c)	JE Taylor	SJ Benn	

JE Taylor,	JO Holder,	AD Russell,	DJG Sammy,	SJ Benn,	
VD Philander,	M Morkel,	DW Steyn,	JP Duminy,	Imran Tahir,	
