ST Jayasuriya (c)	RS Kaluwitharana †	MS Atapattu	DPMD Jayawardene	KC Sangakkara	RP Arnold	TM Dilshan	WPUJC Vaas	DNT Zoysa	M Muralitharan	GP Wickramasinghe	
G Kirsten	AJ Hall	N Boje	JH Kallis	HH Dippenaar	JN Rhodes	MV Boucher †	L Klusener	SM Pollock (c), R Telemachus, M Ntini
SM Pollock,	R Telemachus,	JH Kallis,	M Ntini,	L Klusener,	N Boje,	
WPUJC Vaas,	DNT Zoysa,	GP Wickramasinghe,	M Muralitharan,	ST Jayasuriya,	RP Arnold,	
