AJ Finch	DA Warner	SPD Smith	GJ Bailey (c)	GJ Maxwell	MR Marsh	BJ Haddin †	JP Faulkner	MG Johnson	MA Starc	JR Hazlewood
MM Ali	IR Bell	JWA Taylor	JE Root	EJG Morgan (c)	RS Bopara	JC Buttler †	CR Woakes	SCJ Broad	ST Finn	JM Anderson	

JM Anderson,	CR Woakes,	SCJ Broad,	ST Finn,	MM Ali,	
MA Starc,	JR Hazlewood,	MG Johnson,	MR Marsh,	GJ Maxwell,	JP Faulkner,	AJ Finch,	
