AN Cook (c)	IR Bell	GS Ballance	JE Root	EJG Morgan	RS Bopara	JC Buttler †	CJ Jordan	JC Tredwell	JM Anderson	HF Gurney	
TM Dilshan	MDKJ Perera	KC Sangakkara †	DPMD Jayawardene	HDRL Thirimanne	AD Mathews (c)	SMA Priyanjan, KMDN Kulasekara, SMSM Senanayake, BAW Mendis, SL Malinga
