SC Ganguly (c)	SR Tendulkar	R Dravid	SB Joshi	M Azharuddin	A Jadeja	RR Singh	SS Karim †	AB Agarkar	A Kumble	J Srinath	
G Kirsten	HH Gibbs	JH Kallis, WJ Cronje (c), L Klusener, MV Boucher †, ND McKenzie, SM Pollock, M Ntini, S Elworthy, N Boje
SM Pollock,	JH Kallis,	M Ntini,	S Elworthy,	L Klusener,	N Boje,	
J Srinath,	AB Agarkar,	A Kumble,	SB Joshi,	SR Tendulkar,	RR Singh,	A Jadeja,	
