AJ Finch	DA Warner	SPD Smith	MJ Clarke (c)	GJ Maxwell	SR Watson	JP Faulkner	BJ Haddin †	MG Johnson	MA Starc	XJ Doherty	
HDRL Thirimanne	TM Dilshan	KC Sangakkara †	DPMD Jayawardene	AD Mathews (c)	LD Chandimal	NLTC Perera	WU Tharanga	S Prasanna	SMSM Senanayake	SL Malinga	

SL Malinga,	SMSM Senanayake,	AD Mathews,	S Prasanna,	NLTC Perera,	TM Dilshan,	
MA Starc,	MG Johnson,	SR Watson,	XJ Doherty,	GJ Maxwell,	JP Faulkner,	
