MJ Guptill	JD Ryder	KS Williamson	LRPL Taylor	BB McCullum (c)	JDS Neesham	L Ronchi †	NL McCullum, MJ Henry, KD Mills, MJ McClenaghan
RG Sharma	S Dhawan	V Kohli	AM Rahane	AT Rayudu	MS Dhoni (c) †	R Ashwin	RA Jadeja	B Kumar	Mohammed Shami	VR Aaron	

Mohammed Shami,	B Kumar,	VR Aaron,	R Ashwin,	RA Jadeja,	V Kohli,	
KD Mills,	MJ McClenaghan,	MJ Henry,	JDS Neesham,	NL McCullum,	KS Williamson,	
