AN Cook (c)	IR Bell	BA Stokes	GS Ballance	EJG Morgan	RS Bopara	JC Buttler †	TT Bresnan	SCJ Broad	CJ Jordan	JC Tredwell
SE Marsh	AJ Finch	MS Wade †	GJ Bailey (c)	SPD Smith	GJ Maxwell	DT Christian	JP Faulkner	MG Johnson	NM Coulter-Nile	JL Pattinson	
