Javed Ahmadi	Usman Ghani	Nawroz Mangal	Asghar Stanikzai	Samiullah Shenwari	Mohammad Nabi (c)	Afsar Zazai †	Najibullah Zadran	Dawlat Zadran	Hamid Hassan	Shapoor Zadran	
MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	CJ Anderson	L Ronchi †, DL Vettori, AF Milne, TG Southee, TA Boult
