ST Jayasuriya (c)	RS Kaluwitharana †	MS Atapattu	DPMD Jayawardene	WPUJC Vaas	RP Arnold	SI de Saram	TM Dilshan	UDU Chandana, GP Wickramasinghe, M Muralitharan
Saeed Anwar (c)	Aamer Sohail	Imran Abbas	Mohammad Yousuf	Younis Khan	Moin Khan †	Abdul Razzaq	Azhar Mahmood	Wasim Akram	Saqlain Mushtaq	Shoaib Akhtar	
Wasim Akram,	Shoaib Akhtar,	Abdul Razzaq,	Azhar Mahmood,	Saqlain Mushtaq,	Aamer Sohail,	
GP Wickramasinghe,	WPUJC Vaas,	RP Arnold,	UDU Chandana,	M Muralitharan,	ST Jayasuriya,	
