MH Cross †	CS MacLeod	MW Machan	PL Mommsen (c)	FRJ Coleman	RML Taylor	RD Berrington	MA Leask	SM Sharif	RM Haq	I Wardlaw	
R Gunasekera	NR Kumar	Zeeshan Siddiqi	AS Hansra (c)	Raza-ur-Rehman	TC Bastiampillai	Hamza Tariq †	Junaid Siddiqui	HS Baidwan	Khurram Chohan	JOA Gordon	

Khurram Chohan,	JOA Gordon,	HS Baidwan,	Junaid Siddiqui,	Raza-ur-Rehman,	AS Hansra,	NR Kumar,	
RML Taylor,	I Wardlaw,	RM Haq,	SM Sharif,	RD Berrington,	CS MacLeod,	MW Machan,	
