MDKJ Perera	WU Tharanga	HDRL Thirimanne	LD Chandimal †	AD Mathews (c)	KDK Vithanage	SMA Priyanjan	KMDN Kulasekara	SMSM Senanayake	BAW Mendis	RAS Lakmal
WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien	GC Wilson †	KJ O'Brien	SR Thompson	AR Cusack	MC Sorensen	GH Dockrell	TJ Murtagh	

TJ Murtagh,	MC Sorensen,	AR Cusack,	SR Thompson,	GH Dockrell,	KJ O'Brien,	PR Stirling,	
RAS Lakmal,	KMDN Kulasekara,	AD Mathews,	SMSM Senanayake,	BAW Mendis,	SMA Priyanjan,	KDK Vithanage,	
