Sharjeel Khan	Ahmed Shehzad	Mohammad Hafeez	Misbah-ul-Haq (c)	Fawad Alam	Umar Akmal †	Shahid Afridi	Mohammad Talha, Umar Gul, Saeed Ajmal, Junaid Khan
MDKJ Perera	HDRL Thirimanne	KC Sangakkara †	DPMD Jayawardene	SMA Priyanjan	AD Mathews (c)	PC de Silva	NLTC Perera, SMSM Senanayake, RAS Lakmal, SL Malinga

SL Malinga,	RAS Lakmal,	SMSM Senanayake,	NLTC Perera,	AD Mathews,	PC de Silva,	
Mohammad Hafeez,	Umar Gul,	Junaid Khan,	Saeed Ajmal,	Mohammad Talha,	Shahid Afridi,	
