JJ Roy	AD Hales	JE Root	EJG Morgan (c)	BA Stokes	JC Buttler †	SW Billings	AU Rashid	CJ Jordan	LE Plunkett	ST Finn	
MJ Guptill	BB McCullum (c)	KS Williamson	LRPL Taylor	GD Elliott	MJ Santner	L Ronchi †	NL McCullum	MJ Henry	MJ McClenaghan	TA Boult	

TA Boult,	MJ Henry,	NL McCullum,	MJ McClenaghan,	GD Elliott,	MJ Santner,	
ST Finn,	CJ Jordan,	LE Plunkett,	AU Rashid,	BA Stokes,	
