Noor Ali Zadran	Nawroz Mangal	Mohammad Shahzad †	Asghar Stanikzai (c)	Samiullah Shenwari	Mohammad Nabi	Najibullah Zadran	Amir Hamza	Dawlat Zadran	Aftab Alam	Shapoor Zadran	
R Mutumbami †	CJ Chibhabha	CR Ervine	CT Mutombodzi	E Chigumbura (c), Sikandar Raza, LM Jongwe, TS Chisoro, WP Masakadza, T Panyangara, J Nyumbu

T Panyangara,	LM Jongwe,	CJ Chibhabha,	WP Masakadza,	J Nyumbu,	TS Chisoro,	
Amir Hamza,	Dawlat Zadran,	Shapoor Zadran,	Aftab Alam,	Mohammad Nabi,	Samiullah Shenwari,	
