MN van Wyk †	HM Amla	RR Rossouw	AB de Villiers (c)	DA Miller	F Behardien	D Wiese	VD Philander	K Rabada, DW Steyn, Imran Tahir
TWM Latham	L Ronchi †	KS Williamson (c)	MJ Guptill	GD Elliott	JDS Neesham	C Munro	NL McCullum	AF Milne	MJ McClenaghan	IS Sodhi	

NL McCullum,	AF Milne,	MJ McClenaghan,	JDS Neesham,	IS Sodhi,	GD Elliott,	C Munro,	
DW Steyn,	VD Philander,	K Rabada,	Imran Tahir,	D Wiese,	F Behardien,	
