ST Jayasuriya (c)	RS Kaluwitharana †	MS Atapattu	DPMD Jayawardene	RP Arnold	WPUJC Vaas	TM Dilshan, KC Sangakkara, KEA Upashantha, DNT Zoysa, M Muralitharan
SC Ganguly (c)	SR Tendulkar	S Sriram	RR Singh	VG Kambli	Yuvraj Singh	HK Badani	V Dahiya †	SB Joshi	AB Agarkar	Z Khan	
Z Khan,	AB Agarkar,	SB Joshi,	SC Ganguly,	S Sriram,	Yuvraj Singh,	RR Singh,	SR Tendulkar,	
WPUJC Vaas,	DNT Zoysa,	KEA Upashantha,	M Muralitharan,	RP Arnold,	DPMD Jayawardene,	ST Jayasuriya,	
