V Sibanda	CJ Chibhabha	H Masakadza (c)	SC Williams	Sikandar Raza	R Mutumbami †	CK Coventry	AG Cremer	T Panyangara	T Mupariwa, BV Vitori
Azhar Ali (c)	Sarfraz Ahmed †	Mohammad Hafeez	Asad Shafiq	Haris Sohail	Shoaib Malik	Hammad Azam, Wahab Riaz, Yasir Shah, Anwar Ali, Mohammad Sami
