DA Warner	AJ Finch	SR Watson	SPD Smith	GJ Bailey (c)	MR Marsh	MS Wade †	GJ Maxwell	MG Johnson	NM Coulter-Nile	JR Hazlewood	
Q de Kock †	HM Amla	F du Plessis	RR Rossouw	AB de Villiers (c)	F Behardien	DA Miller	VD Philander	DW Steyn	M Morkel, Imran Tahir

M Morkel,	VD Philander,	DW Steyn,	F Behardien,	Imran Tahir,	
MG Johnson,	JR Hazlewood,	NM Coulter-Nile,	MR Marsh,	GJ Maxwell,	
