Saeed Anwar	Shahid Afridi	Ijaz Ahmed	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan †	Azhar Mahmood	Wasim Akram (c)	Shoaib Malik	Waqar Younis	Shoaib Akhtar
SR Tendulkar (c)	SC Ganguly	R Dravid	VVS Laxman	RR Singh	SS Dighe †	JJ Martin	AB Agarkar	A Kumble	J Srinath	BKV Prasad	
J Srinath,	AB Agarkar,	BKV Prasad,	A Kumble,	SC Ganguly,	RR Singh,	
Wasim Akram,	Waqar Younis,	Shoaib Akhtar,	Azhar Mahmood,	Shoaib Malik,	Shahid Afridi,	
