Imran Nazir	Shahid Afridi	Younis Khan	Mohammad Yousuf	Abdul Razzaq	Ijaz Ahmed	Azhar Mahmood	Atiq-uz-Zaman †	Waqar Younis (c)	Arshad Khan	Kabir Khan	
G Kirsten	AJ Hall	JH Kallis	DJ Cullinan	L Klusener	ND McKenzie	N Pothas †	SM Pollock (c)	N Boje	R Telemachus	M Ntini	
SM Pollock,	R Telemachus,	JH Kallis,	M Ntini,	N Boje,	L Klusener,	AJ Hall,	
Waqar Younis,	Kabir Khan,	Azhar Mahmood,	Arshad Khan,	Abdul Razzaq,	
