Tamim Iqbal	Anamul Haque	Mominul Haque	Shakib Al Hasan	Mushfiqur Rahim †	Mahmudullah	Sabbir Rahman	Mashrafe Mortaza (c)	Arafat Sunny, Rubel Hossain, Shafiul Islam
H Masakadza	V Sibanda	T Maruma	BRM Taylor	SF Mire	RW Chakabva	E Chigumbura (c)	PJ Moor †	N Madziva	T Panyangara	TP Kamungozi	

T Panyangara,	N Madziva,	E Chigumbura,	TP Kamungozi,	T Maruma,	V Sibanda,	H Masakadza,	SF Mire,	
Mashrafe Mortaza,	Shafiul Islam,	Rubel Hossain,	Sabbir Rahman,	Arafat Sunny,	Shakib Al Hasan,	Mahmudullah,	Mominul Haque,	
