ST Jayasuriya (c)	DA Gunawardene	MS Atapattu	DPMD Jayawardene	KC Sangakkara	RP Arnold	RS Kaluwitharana †	WPUJC Vaas	DNT Zoysa, GP Wickramasinghe, M Muralitharan
SL Campbell (c)	CO Browne †	BC Lara	WW Hinds	SC Joseph	MN Samuels	LR Williams	MV Nagamootoo	NAM McLean	M Dillon	KCB Jeremy	
M Dillon,	NAM McLean,	KCB Jeremy,	LR Williams,	MN Samuels,	MV Nagamootoo,	
WPUJC Vaas,	DNT Zoysa,	GP Wickramasinghe,	M Muralitharan,	ST Jayasuriya,	RP Arnold,	
