Saeed Anwar	Wajahatullah Wasti	Ijaz Ahmed	Inzamam-ul-Haq	Mohammad Yousuf	Moin Khan †	Wasim Akram (c)	Abdul Razzaq	Saqlain Mushtaq	Waqar Younis	Shoaib Akhtar
ME Waugh	AC Gilchrist †	RT Ponting	MG Bevan	SR Waugh (c)	DR Martyn	A Symonds, S Lee, DW Fleming, B Lee, GD McGrath
GD McGrath,	DW Fleming,	B Lee,	S Lee,	A Symonds,	
Wasim Akram,	Waqar Younis,	Shoaib Akhtar,	Abdul Razzaq,	Saqlain Mushtaq,	
