JA Burns	DA Warner	SPD Smith (c)	GJ Bailey	GJ Maxwell	SR Watson	MR Marsh	MS Wade †	MA Starc, NM Coulter-Nile, PJ Cummins
WTS Porterfield (c)	PR Stirling	EC Joyce	NJ O'Brien †	A Balbirnie	GC Wilson	SR Thompson	JF Mooney	AR McBrine	TJ Murtagh	CA Young	

CA Young,	TJ Murtagh,	JF Mooney,	SR Thompson,	AR McBrine,	PR Stirling,	
MA Starc,	NM Coulter-Nile,	PJ Cummins,	MR Marsh,	GJ Maxwell,	SR Watson,	
