Irfan Ahmed	Waqas Barkat	Anshuman Rath	JJ Atkinson (c) †	Babar Hayat	KD Shah	Ankur Sharma	Aizaz Khan	Haseeb Amjad	Tanwir Afzal	Nadeem Ahmed	
A Vala	TP Ura	L Siaka	GO Jones	VV Morea	MD Dai	CJA Amini	JNT Vare †	WT Gavera, P Raho, CR Amini (c)

P Raho,	WT Gavera,	CR Amini,	A Vala,	CJA Amini,	MD Dai,	
Tanwir Afzal,	Haseeb Amjad,	Nadeem Ahmed,	Irfan Ahmed,	Waqas Barkat,	Aizaz Khan,	
