KJ Coetzer	CS MacLeod	FRJ Coleman	MW Machan	PL Mommsen (c)	RD Berrington	MH Cross †	JH Davey	AC Evans	RM Haq, I Wardlaw
Javed Ahmadi	Usman Ghani	Afsar Zazai †	Asghar Stanikzai	Najibullah Zadran	Mohammad Nabi (c)	Samiullah Shenwari	Mirwais Ashraf	Gulbadin Naib	Aftab Alam	Izatullah Dawlatzai	

Izatullah Dawlatzai,	Aftab Alam,	Gulbadin Naib,	Mirwais Ashraf,	Mohammad Nabi,	Samiullah Shenwari,	
I Wardlaw,	JH Davey,	AC Evans,	
