Tamim Iqbal	Anamul Haque	Imrul Kayes	Mahmudullah	Shakib Al Hasan	Mushfiqur Rahim †	Sabbir Rahman	Abul Hasan	Mashrafe Mortaza (c)	Rubel Hossain	Jubair Hossain
H Masakadza	V Sibanda	T Maruma	BRM Taylor	SF Mire	RW Chakabva	E Chigumbura (c)	PJ Moor †	N Madziva	TL Chatara	TP Kamungozi

TL Chatara,	N Madziva,	SF Mire,	V Sibanda,	TP Kamungozi,	E Chigumbura,	H Masakadza,	T Maruma,	
Mashrafe Mortaza,	Abul Hasan,	Shakib Al Hasan,	Rubel Hossain,	Jubair Hossain,	Mahmudullah,	
