AM Rahane	S Dhawan	AT Rayudu	V Kohli	SK Raina	MS Dhoni (c) †	RA Jadeja	B Kumar	Mohammed Shami	A Mishra, UT Yadav
DR Smith	DM Bravo	KA Pollard	MN Samuels	D Ramdin †	DJ Bravo (c)	AD Russell	DJG Sammy	R Rampaul	JE Taylor	SJ Benn	

R Rampaul,	JE Taylor,	SJ Benn,	DJ Bravo,	DJG Sammy,	MN Samuels,	AD Russell,	KA Pollard,	
B Kumar,	UT Yadav,	Mohammed Shami,	RA Jadeja,	A Mishra,	V Kohli,	
