HM Amla	MN van Wyk †	RR Rossouw	AB de Villiers (c)	DA Miller	F Behardien	D Wiese	VD Philander	AM Phangiso	DW Steyn	Imran Tahir	
MJ Guptill	TWM Latham	KS Williamson (c)	GH Worker	GD Elliott, L Ronchi †, C Munro, DAJ Bracewell, BM Wheeler, AF Milne, IS Sodhi

BM Wheeler,	AF Milne,	DAJ Bracewell,	IS Sodhi,	GD Elliott,	GH Worker,	C Munro,	
VD Philander,	AM Phangiso,	DW Steyn,	D Wiese,	Imran Tahir,	F Behardien,	RR Rossouw,	AB de Villiers,	
