AM Rahane (c)	M Vijay	AT Rayudu	MK Tiwary	RV Uthappa †	KM Jadhav	STR Binny	AR Patel	Harbhajan Singh, B Kumar, DS Kulkarni
V Sibanda	CJ Chibhabha	H Masakadza	E Chigumbura (c)	SC Williams	Sikandar Raza	R Mutumbami †	AG Cremer	DT Tiripano	BV Vitori, T Panyangara

T Panyangara,	BV Vitori,	DT Tiripano,	CJ Chibhabha,	AG Cremer,	SC Williams,	
B Kumar,	DS Kulkarni,	STR Binny,	Harbhajan Singh,	AR Patel,	MK Tiwary,	
