AJ Finch	SE Marsh	SR Watson	MJ Clarke (c)	GJ Bailey	GJ Maxwell	MS Wade †	JP Faulkner	NM Coulter-Nile	CJ McKay	XJ Doherty	
AN Cook (c)	IR Bell	BA Stokes	JE Root	EJG Morgan	RS Bopara	JC Buttler †	TT Bresnan	SCJ Broad	CJ Jordan	JC Tredwell	

SCJ Broad,	CJ Jordan,	TT Bresnan,	JC Tredwell,	BA Stokes,	RS Bopara,	
CJ McKay,	NM Coulter-Nile,	JP Faulkner,	XJ Doherty,	SR Watson,	GJ Maxwell,	
