AJ Finch	DA Warner	SPD Smith	GJ Bailey (c)	GJ Maxwell	JP Faulkner	BJ Haddin †	SA Abbott	MG Johnson	KW Richardson	NM Lyon
Ahmed Shehzad	Sarfraz Ahmed †	Asad Shafiq	Misbah-ul-Haq (c)	Fawad Alam	Umar Akmal	Shahid Afridi	Anwar Ali	Wahab Riaz	Zulfiqar Babar	Mohammad Irfan	

Mohammad Irfan,	Wahab Riaz,	Zulfiqar Babar,	Anwar Ali,	Shahid Afridi,	Fawad Alam,	
MG Johnson,	KW Richardson,	JP Faulkner,	SA Abbott,	NM Lyon,	GJ Maxwell,	
