Imran Nazir	Shahid Afridi	Abdul Razzaq	Inzamam-ul-Haq	Mohammad Yousuf	Younis Khan	Moin Khan (c) †	Wasim Akram	Waqar Younis	Arshad Khan	Shoaib Akhtar	
SC Ganguly (c)	SR Tendulkar	R Dravid	M Azharuddin	A Jadeja	RR Singh	SS Karim †	SB Joshi, AB Agarkar, A Kumble, BKV Prasad
AB Agarkar,	BKV Prasad,	A Kumble,	SB Joshi,	SR Tendulkar,	RR Singh,	
Wasim Akram,	Waqar Younis,	Shoaib Akhtar,	Abdul Razzaq,	Arshad Khan,	Shahid Afridi,	
