AJ Finch	PJ Hughes	MR Marsh	GJ Bailey (c)	GJ Maxwell	SPD Smith	BJ Haddin †	JP Faulkner	MG Johnson	MA Starc, KW Richardson
Q de Kock †	HM Amla	F du Plessis	AB de Villiers (c)	JP Duminy	DA Miller, R McLaren, WD Parnell, DW Steyn, M Morkel, Imran Tahir

DW Steyn,	WD Parnell,	M Morkel,	R McLaren,	Imran Tahir,	JP Duminy,	
MG Johnson,	MA Starc,	KW Richardson,	MR Marsh,	JP Faulkner,	SPD Smith,	GJ Maxwell,	
