Nasir Jamshed	Ahmed Shehzad	Haris Sohail	Misbah-ul-Haq (c)	Umar Akmal †	Shahid Afridi	Sohaib Maqsood	Wahab Riaz	Sohail Khan	Rahat Ali, Mohammad Irfan
CJ Chibhabha	Sikandar Raza	H Masakadza	BRM Taylor †	SC Williams	CR Ervine	SF Mire	E Chigumbura (c)	T Mupariwa	T Panyangara	TL Chatara	

T Panyangara,	TL Chatara,	T Mupariwa,	SC Williams,	H Masakadza,	E Chigumbura,	Sikandar Raza,	SF Mire,	
Mohammad Irfan,	Sohail Khan,	Rahat Ali,	Wahab Riaz,	Shahid Afridi,	
