PA Wallace	SL Campbell	WW Hinds	JC Adams (c)	CH Gayle	RL Powell	RD Jacobs †	FA Rose	NAM McLean	CEL Ambrose	RD King
Imran Nazir	Shahid Afridi	Younis Khan	Inzamam-ul-Haq	Mohammad Yousuf	Abdul Razzaq	Moin Khan (c) †	Wasim Akram	Waqar Younis	Mushtaq Ahmed	Arshad Khan	
Wasim Akram,	Waqar Younis,	Mushtaq Ahmed,	Abdul Razzaq,	Arshad Khan,	Shahid Afridi,	
CEL Ambrose,	RD King,	NAM McLean,	FA Rose,	JC Adams,	CH Gayle,	
