AN Cook (c)	IR Bell	BA Stokes	GS Ballance	EJG Morgan	RS Bopara	JC Buttler †	TT Bresnan	SCJ Broad	CJ Jordan	JC Tredwell	
AJ Finch	DA Warner	SE Marsh	MJ Clarke (c)	BJ Haddin †	GJ Maxwell, DT Christian, JL Pattinson, JP Faulkner, NM Coulter-Nile, XJ Doherty

JP Faulkner,	JL Pattinson,	NM Coulter-Nile,	XJ Doherty,	GJ Maxwell,	DT Christian,	
CJ Jordan,	SCJ Broad,	TT Bresnan,	JC Tredwell,	RS Bopara,	BA Stokes,	
