DA Warner	AJ Finch	SPD Smith	GJ Maxwell	JP Faulkner	MR Marsh	BJ Haddin †	MJ Clarke (c), MG Johnson, MA Starc, JR Hazlewood
Javed Ahmadi	Usman Ghani	Nawroz Mangal	Asghar Stanikzai	Samiullah Shenwari	Mohammad Nabi (c)	Najibullah Zadran	Afsar Zazai †	Dawlat Zadran	Hamid Hassan	Shapoor Zadran	

Dawlat Zadran,	Shapoor Zadran,	Hamid Hassan,	Mohammad Nabi,	Samiullah Shenwari,	Javed Ahmadi,	Nawroz Mangal,	
MA Starc,	JR Hazlewood,	MG Johnson,	MJ Clarke,	MR Marsh,	JP Faulkner,	GJ Maxwell,	
