RV Uthappa	AM Rahane	CA Pujara	AT Rayudu	SK Raina (c)	WP Saha †	STR Binny	AR Patel	A Mishra	MM Sharma	UT Yadav	
Tamim Iqbal	Anamul Haque	Mohammad Mithun	Mushfiqur Rahim (c) †	Shakib Al Hasan	Mahmudullah	Nasir Hossain	Ziaur Rahman	Mashrafe Mortaza	Taskin Ahmed	Al-Amin Hossain	
