Usman Ghani	Nawroz Mangal	Afsar Zazai †	Mohammad Nabi (c)	Asghar Stanikzai	Gulbadin Naib	Samiullah Shenwari	Mirwais Ashraf	Javed Ahmadi, Shapoor Zadran, Dawlat Zadran
Amjad Ali	AR Berenger	Khurram Khan (c)	Saqib Ali	SP Patil †	Shaiman Anwar	Krishna Chandran	Mohammad Naveed, AM Guruge, Mohammad Tauqir, Amjad Javed

Mohammad Naveed,	AM Guruge,	Amjad Javed,	Krishna Chandran,	Khurram Khan,	Mohammad Tauqir,	
Dawlat Zadran,	Shapoor Zadran,	Mohammad Nabi,	Mirwais Ashraf,	Gulbadin Naib,	Javed Ahmadi,	
