ME Trescothick	AJ Stewart †	A Flintoff	GA Hick	GP Thorpe	N Hussain (c)	C White	MA Ealham	AR Caddick	D Gough	AD Mullally
NC Johnson	GJ Whittall	ADR Campbell	SV Carlisle	MW Goodwin	GW Flower	A Flower (c) †	DP Viljoen	HH Streak	PA Strang	M Mbangwa	
HH Streak,	NC Johnson,	M Mbangwa,	DP Viljoen,	PA Strang,	GJ Whittall,	GW Flower,	
AR Caddick,	D Gough,	AD Mullally,	GA Hick,	MA Ealham,	C White,	
