Irfan Ahmed	Skhawat Ali	JJ Atkinson (c) †	Nizakat Khan	Babar Hayat	Waqas Barkat	Ankur Sharma	Haseeb Amjad	Tanwir Afzal	Nadeem Ahmed	Ehsan Nawaz	
Amjad Ali	Salman Faris	Khurram Khan (c)	SP Patil †	Shaiman Anwar	Mohammad Shahzad	Fayyaz Ahmed	Krishna Chandran	Ahmed Raza	Mohammad Naveed	Kamran Shazad

Mohammad Naveed,	Kamran Shazad,	Krishna Chandran,	Mohammad Shahzad,	Fayyaz Ahmed,	Ahmed Raza,	
Tanwir Afzal,	Haseeb Amjad,	Irfan Ahmed,	Nadeem Ahmed,	Ehsan Nawaz,	Nizakat Khan,	
