AN Cook (c)	IR Bell	JE Root	GS Ballance	EJG Morgan	RS Bopara	BA Stokes	JC Buttler †	TT Bresnan	CJ Jordan, WB Rankin
AJ Finch	DA Warner	SR Watson	MJ Clarke (c)	GJ Bailey	GJ Maxwell	BJ Haddin †, JP Faulkner, NM Coulter-Nile, CJ McKay, XJ Doherty
