RG Sharma	S Dhawan	V Kohli (c)	AM Rahane	AT Rayudu	KD Karthik †	RA Jadeja	STR Binny	R Ashwin	B Kumar	Mohammed Shami	
MDKJ Perera	HDRL Thirimanne	KC Sangakkara †	DPMD Jayawardene	LD Chandimal	AD Mathews (c)	SMSM Senanayake	PC de Silva	NLTC Perera	BAW Mendis	SL Malinga

SL Malinga,	AD Mathews,	SMSM Senanayake,	NLTC Perera,	BAW Mendis,	PC de Silva,	
B Kumar,	Mohammed Shami,	R Ashwin,	STR Binny,	RA Jadeja,	AT Rayudu,	RG Sharma,	
