Irfan Ahmed	Skhawat Ali	JJ Atkinson (c) †	Nizakat Khan	Babar Hayat	Waqas Barkat	Ankur Sharma	Tanwir Afzal	Haseeb Amjad	Nadeem Ahmed	Ehsan Nawaz	
Noor Ali Zadran	Usman Ghani	Rahmat Shah	Hashmatullah Shahidi	Samiullah Shenwari	Mohammad Nabi (c)	Amir Hamza, Dawlat Zadran, Mirwais Ashraf, Shafiqullah †, Shapoor Zadran

Shapoor Zadran,	Dawlat Zadran,	Mirwais Ashraf,	Usman Ghani,	Amir Hamza,	Rahmat Shah,	Mohammad Nabi,	Samiullah Shenwari,	
Tanwir Afzal,	Haseeb Amjad,	Nadeem Ahmed,	Irfan Ahmed,	Waqas Barkat,	Ehsan Nawaz,	Nizakat Khan,	
