Saeed Anwar	Imran Nazir	Younis Khan	Inzamam-ul-Haq	Mohammad Yousuf	Azhar Mahmood	Abdul Razzaq	Moin Khan (c) †	Shoaib Malik	Arshad Khan	Mushtaq Ahmed	
G Kirsten	AJ Hall	JH Kallis	DJ Cullinan	JN Rhodes	L Klusener, SM Pollock (c), MV Boucher †, N Boje, DJ Terbrugge, PR Adams
SM Pollock,	DJ Terbrugge,	JH Kallis,	L Klusener,	N Boje,	AJ Hall,	PR Adams,	
Azhar Mahmood,	Abdul Razzaq,	Mushtaq Ahmed,	Arshad Khan,	Shoaib Malik,	Younis Khan,	Imran Nazir,	
