Javed Ahmadi	Nawroz Mangal	Asghar Stanikzai	Samiullah Shenwari	Mohammad Nabi (c)	Najibullah Zadran	Afsar Zazai †	Mirwais Ashraf	Dawlat Zadran	Hamid Hassan	Shapoor Zadran	
HDRL Thirimanne	TM Dilshan	KC Sangakkara †	FDM Karunaratne	DPMD Jayawardene	AD Mathews (c)	BMAJ Mendis	NLTC Perera	HMRKB Herath, SL Malinga, RAS Lakmal
