Tamim Iqbal	Imrul Kayes	Soumya Sarkar	Mahmudullah	Shakib Al Hasan	Mushfiqur Rahim †	Sabbir Rahman	Mashrafe Mortaza (c)	Arafat Sunny	Rubel Hossain, Taskin Ahmed
MM Ali	IR Bell	AD Hales	JE Root	EJG Morgan (c)	JWA Taylor	JC Buttler †	CR Woakes	CJ Jordan	SCJ Broad	JM Anderson	

JM Anderson,	SCJ Broad,	CJ Jordan,	CR Woakes,	MM Ali,	JE Root,	
Mashrafe Mortaza,	Rubel Hossain,	Arafat Sunny,	Shakib Al Hasan,	Taskin Ahmed,	Sabbir Rahman,	
