AN Cook (c)	IR Bell	EJG Morgan	JC Buttler †	RS Bopara	JE Root	GS Ballance	CJ Jordan	HF Gurney, JM Anderson, JC Tredwell
MH Cross †	CS MacLeod	MW Machan	KJ Coetzer (c)	MA Leask	PL Mommsen	RML Taylor	JH Davey	RM Haq	I Wardlaw	AC Evans	

I Wardlaw,	AC Evans,	JH Davey,	RM Haq,	RML Taylor,	MW Machan,	
JM Anderson,	HF Gurney,	CJ Jordan,	JC Tredwell,	RS Bopara,	
