Q de Kock †	HM Amla	F du Plessis	AB de Villiers (c)	DA Miller	F Behardien	R McLaren	RJ Peterson	WD Parnell	DW Steyn	KJ Abbott
AJ Finch	DA Warner	SR Watson	SPD Smith	GJ Bailey (c)	GJ Maxwell	MS Wade †	JP Faulkner	PJ Cummins	NM Coulter-Nile, MA Starc

MA Starc,	NM Coulter-Nile,	PJ Cummins,	GJ Maxwell,	SR Watson,	JP Faulkner,	SPD Smith,	
DW Steyn,	KJ Abbott,	R McLaren,	WD Parnell,	RJ Peterson,	F Behardien,	
